,id
1094,3718306
1095,3718305
1096,3718304
1097,3718303
1098,3718297
1099,3718296
1100,3718295
1101,3718294
1102,3718291
1103,3718290
1104,3710755
1105,3718288
1106,3718287
1107,3718284
1108,3718283
1109,3718282
1110,3718281
1111,3718280
1112,3718279
1113,3718278
1114,3718277
1115,3718276
1116,3718275
1117,3718274
1118,3718272
1119,3718271
1120,3718269
1121,3718268
1122,3718266
1123,3718263
1124,3718262
1125,3718261
1126,3718260
1127,3718259
1128,3718258
1129,3718256
1130,3718255
1131,3718254
1132,3718253
1133,3718252
1134,3718251
1135,3718250
1136,3718249
1137,3718248
1138,3718247
1139,3718246
1140,3718245
1141,3718244
1142,3718243
1143,3718242
1144,3718241
1145,3718240
1146,3718238
1147,3718237
1148,3718234
1149,3718233
1150,9033846
1151,3718232
1152,3718231
1153,3718230
1154,3718228
1155,3718226
1156,3710846
1157,1029875428
1158,1029875505
1159,1029875464
1160,1029875418
1161,1029875484
1162,1029875492
1163,1029875436
1164,1029875463
1165,1029875438
1166,1029875495
1167,1029875472
1168,1029875479
1169,1029875486
1170,1029875453
1171,1029875507
1172,1029875473
1173,1029875467
1174,1029875445
1175,1029875489
1176,1029875506
1177,1029875491
1178,1029875481
1179,1029875490
1180,1029875494
1181,1029875493
1182,1029875462
1183,1029875498
1184,1029875500
1185,1029875423
1186,1029875488
1187,1029875499
1188,1029875480
1189,1029875477
1190,1029875450
1191,1029875461
1192,1029875485
1193,1029875501
1194,1029875483
1195,1029875497
1196,1029875442
1197,1029875429
1198,1029875432
1199,1029875482
1200,1029875487
1201,1029875457
1202,1029875458
1203,1029875425
1204,1029875476
1205,1029875439
1206,1029875475
1207,1029875424
1208,1029875471
1209,1029875451
1210,1029875430
1211,1029875504
1212,1029875455
1213,1029875503
1214,1029875440
1215,1029875465
1216,1029875468
1217,1029875437
1218,1029875435
1219,1029875415
1220,1029875460
1221,1029875427
1222,1029875448
1223,1029875431
1224,1029875421
1225,1029875449
1226,1029875447
1227,1029875416
1228,1029875433
1229,1029875443
1230,1029875417
1231,1029875469
1232,1029875403
1233,1029875411
1234,1029875410
1235,1029875406
1236,1029875413
1237,1029875402
1238,1029875409
1239,1029875404
1240,1029875407
1241,11562743
1242,11562761
1243,11562774
1244,11562702
1245,11562818
1246,11562858
1247,9035582
1248,9046927
1249,9053721
1250,3676361
1251,3699755
1252,3693176
1253,3700966
1254,3700963
1255,3700955
1256,3700306
1257,3700986
1258,3700975
1259,3701035
1260,3701038
1261,3701022
1262,3701006
1263,3700992
1264,3701033
1265,3701034
1266,3701086
1267,3701097
1268,3701070
1269,3701172
1270,3701161
1271,3701165
1272,3701148
1273,3701155
1274,3701140
1275,3701194
1276,3701191
1277,3701217
1278,3701209
1279,3701208
1280,3701243
1281,3701235
1282,3701230
1283,3701270
1284,3701257
1285,3701259
1286,3701249
1287,3701299
1288,3701293
1289,3701272
1290,3701306
1291,3701296
1292,3701346
1293,3701362
1294,3701325
1295,3701320
1296,3701312
1297,3701307
1298,3701341
1299,3701437
1300,3701429
1301,3701416
1302,3701386
1303,3701376
1304,3701374
1305,3701371
1306,3701442
1307,3701474
1308,3701487
1309,3701507
1310,3701517
1311,3701527
1312,3701556
1313,3701561
1314,3701603
1315,3701623
1316,3701651
1317,3701668
1318,3701589
1319,3701710
1320,3701699
1321,3701695
1322,3701689
1323,3701734
1324,3701757
1325,3701766
1326,3701716
1327,3701816
1328,3701786
1329,3701781
1330,3701850
1331,3701812
1332,3701870
1333,3701898
1334,3701906
1335,3701916
1336,3701926
1337,3706559
1338,3705999
1339,3705939
1340,3706554
1341,3705425
1342,3704037
1343,3705739
1344,3706241
1345,3705945
1346,3706681
1347,3706685
1348,3706659
1349,3706686
1350,3706688
1351,3706690
1352,3706701
1353,3706702
1354,3706703
1355,3706704
1356,3706706
1357,3706687
1358,3706670
1359,3706671
1360,3706748
1361,3706749
1362,3706708
1363,3706711
1364,3706710
1365,3706713
1366,3706724
1367,3706730
1368,3706729
1369,3706732
1370,3706735
1371,3706737
1372,3706746
1373,3706794
1374,3706796
1375,3706788
1376,3706786
1377,3706784
1378,3706756
1379,3706754
1380,3706753
1381,3706790
1382,3706791
1383,3706795
1384,3706825
1385,3706817
1386,3706809
1387,3706802
1388,3706799
1389,3706812
1390,3706813
1391,3706835
1392,3706831
1393,3706829
1394,3706864
1395,3706865
1396,3706867
1397,3706872
1398,3706875
1399,3706877
1400,3706837
1401,3706836
1402,3706844
1403,3706838
1404,3706854
1405,3706859
1406,3706861
1407,3706883
1408,3706885
1409,3706893
1410,3706895
1411,3706897
1412,3706899
1413,3706904
1414,3706909
1415,3706922
1416,3706938
1417,3706942
1418,3706956
1419,3706954
1420,3706946
1421,3706944
1422,3706923
1423,3706934
1424,3706935
1425,3706986
1426,3706973
1427,3706967
1428,3707020
1429,3707018
1430,3707014
1431,3707010
1432,3707008
1433,3706998
1434,3707041
1435,3707044
1436,3707049
1437,3707053
1438,3707025
1439,3707031
1440,3707039
1441,3707024
1442,3707052
1443,3707090
1444,3707103
1445,3707102
1446,3707105
1447,3707059
1448,3707086
1449,3707112
1450,3707114
1451,3707116
1452,3707118
1453,3707126
1454,3707132
1455,3707137
1456,3707145
1457,3707146
1458,3707156
1459,3707190
1460,3707188
1461,3707178
1462,3707176
1463,3707174
1464,3707200
1465,3707208
1466,3707216
1467,3707234
1468,3707239
1469,3707240
1470,3707284
1471,3707290
1472,3707283
1473,3707274
1474,3707271
1475,3707268
1476,3707264
1477,3707246
1478,3707244
1479,3707241
1480,3707297
1481,3707315
1482,3707320
1483,3707304
1484,3707302
1485,3707299
1486,3707323
1487,3707333
1488,3707336
1489,3707346
1490,3707349
1491,3707351
1492,3707321
1493,3707390
1494,3707387
1495,3707375
1496,3707371
1497,3707373
1498,3707353
1499,3707396
1500,3707397
1501,3707394
1502,3707446
1503,3707426
1504,3707461
1505,3707448
1506,3707435
1507,3707439
1508,3707445
1509,3707483
1510,3707521
1511,3707504
1512,3707498
1513,3707495
1514,3707467
1515,3707468
1516,3707470
1517,3707492
1518,3707479
1519,3707575
1520,3707540
1521,3707531
1522,3707524
1523,3707560
1524,3707557
1525,3707550
1526,3707616
1527,3707607
1528,3707603
1529,3707632
1530,3707626
1531,3707623
1532,3707595
1533,3707598
1534,3707619
1535,3707642
1536,3707678
1537,3707675
1538,3707670
1539,3707663
1540,3707659
1541,3707725
1542,3707690
1543,3707724
1544,3707692
1545,3707713
1546,3707711
1547,3707707
1548,3707704
1549,3707693
1550,3707703
1551,3707696
1552,3707686
1553,3707774
1554,3707771
1555,3707769
1556,3707753
1557,3707752
1558,3707750
1559,3707744
1560,3707742
1561,3707737
1562,3707732
1563,3707729
1564,3707773
1565,3707809
1566,3707805
1567,3707804
1568,3707803
1569,3707826
1570,3707836
1571,3707829
1572,3707795
1573,3707794
1574,3707790
1575,3707802
1576,3707814
1577,3707874
1578,3707860
1579,3707855
1580,3707845
1581,3707839
1582,3707893
1583,3707883
1584,3707877
1585,3707908
1586,3707907
1587,3707903
1588,3707899
1589,3707901
1590,3707935
1591,3707927
1592,3707909
1593,3707955
1594,3707957
1595,3707962
1596,3707970
1597,3707973
1598,3707975
1599,3707976
1600,3707987
1601,3707995
1602,3707999
1603,3708002
1604,3708004
1605,3708023
1606,3708021
1607,3708005
1608,3708032
1609,3708012
1610,3708067
1611,3718222
1612,3718221
1613,3718220
1614,3715772
1615,3718182
1616,3718035
1617,3717328
1618,3718154
1619,3717797
1620,3717632
1621,3716821
1622,3718096
1623,3717905
1624,3718181
1625,3717854
1626,3718204
1627,3717895
1628,3718200
1629,3716286
1630,3717323
1631,3718157
1632,3718075
1633,3718029
1634,3718156
1635,3718158
1636,3718174
1637,3713929
1638,3716839
1639,3714259
1640,3717581
1641,3717794
1642,3718063
1643,3718170
1644,3714269
1645,3718198
1646,3718173
1647,3718213
1648,3718179
1649,3716844
1650,3717539
1651,3718196
1652,3718150
1653,3717788
1654,3717344
1655,3718192
1656,3718019
1657,3717330
1658,3717511
1659,3718184
1660,1029860700
1661,1029860707
1662,1029860771
1663,1029860719
1664,1029860762
1665,1029745848
1666,1029745845
1667,1029745864
1668,1029677070
1669,3718217
1670,3718216
1671,1029664479
1672,1029664457
1673,1029690234
1674,1029664470
1675,1029768127
1676,1029768048
1677,1029690246
1678,1029768046
1679,1029768070
1680,1029768083
1681,1029768059
1682,1029664458
1683,1029690300
1684,1029768113
1685,1029690214
1686,1029768055
1687,1029803424
1688,1029690285
1689,1029690295
1690,1029768066
1691,1029690294
1692,1029727657
1693,1029768042
1694,1029690203
1695,1029607423
1696,1029690252
1697,1029768115
1698,1029607480
1699,1029768121
1700,1029607448
1701,1029768037
1702,1029607440
1703,1029727676
1704,1029732130
1705,1029727614
1706,3718215
1707,1029657952
1708,3718214
1709,1029658045
1710,1029703801
1711,1029703819
1712,1029703799
1713,1029703853
1714,1029703875
1715,1029703814
1716,1029703796
1717,1029703834
1718,1029797370
1719,1029797350
1720,1029797392
1721,1029797334
1722,1029797367
1723,1029632210
1724,1029632176
1725,1029797393
1726,1029803344
1727,1029632141
1728,1029657948
1729,1029645226
1730,1029860703
1731,1029632217
1732,1029632178
1733,3718212
1734,1029632172
1735,1029803369
1736,1029860793
1737,1029803385
1738,1029860799
1739,1029803416
1740,1029860756
1741,1029860794
1742,1029860801
1743,1029860776
1744,1029860783
1745,1029860696
1746,1029860747
1747,1029860716
1748,1029860780
1749,1029860733
1750,1029860798
1751,1029860786
1752,1029783263
1753,1029860714
1754,1029860795
1755,1029783218
1756,1029860774
1757,1029860766
1758,1029860731
1759,1029783298
1760,1029783247
1761,1029732155
1762,1029831798
1763,1029732127
1764,1029732117
1765,1029732145
1766,1029768122
1767,1029831801
1768,1029831803
1769,1029831759
1770,1029844701
1771,1029645232
1772,3718210
1773,1029645292
1774,1029645245
1775,1029645251
1776,1029645247
1777,1029645237
1778,1029645202
1779,1029645208
1780,1029645225
1781,1029645278
1782,3718209
1783,1029715076
1784,1029714993
1785,1029715030
1786,1029715008
1787,1029715000
1788,3718207
1789,1029715049
1790,3718206
1791,1029715024
1792,1029714999
1793,1029755976
1794,1029755916
1795,1029755975
1796,1029755928
1797,1029755941
1798,1029755972
1799,3718205
1800,3718203
1801,3718201
1802,3718199
1803,3718197
1804,3718195
1805,3718194
1806,3718193
1807,3718191
1808,3718190
1809,3718189
1810,3718188
1811,3718186
1812,3718185
1813,3718183
1814,3718180
1815,3718178
1816,3718177
1817,3718176
1818,3718175
1819,3718172
1820,3718171
1821,3718169
1822,3718168
1823,3718167
1824,3718166
1825,3718165
1826,3718164
1827,3718163
1828,3718162
1829,3718161
1830,3718160
1831,3715295
1832,3718155
1833,3701662
1834,3718151
1835,3718149
1836,3708954
1837,3718148
1838,3718147
1839,3717521
1840,3718146
1841,3718145
1842,3718144
1843,3718143
1844,3718142
1845,3718141
1846,3718140
1847,3718137
1848,3718136
1849,3710324
1850,3710336
1851,3718135
1852,3710532
1853,3718134
1854,3718133
1855,3718132
1856,3718131
1857,3718130
1858,3718129
1859,3718128
1860,3718127
1861,3718124
1862,3718122
1863,3718121
1864,3718120
1865,3718119
1866,3718118
1867,3717709
1868,3718117
1869,3718116
1870,3717360
1871,3718115
1872,3718114
1873,3718113
1874,3718112
1875,3716965
1876,3718111
1877,3718110
1878,3718109
1879,3718108
1880,3718107
1881,3718106
1882,3718105
1883,3718104
1884,3718103
1885,3717285
1886,3718102
1887,3718101
1888,3717726
1889,3718100
1890,3718099
1891,3718098
1892,3718097
1893,3718095
1894,3718094
1895,3718092
1896,3718091
1897,3718090
1898,3718089
1899,3718088
1900,3718087
1901,3718086
1902,3718085
1903,3718084
1904,3718083
1905,3718082
1906,3718081
1907,3718079
1908,3718078
1909,3718077
1910,3718076
1911,3716897
1912,3717489
1913,3718074
1914,3718073
1915,3718071
1916,3718072
1917,3718070
1918,3718069
1919,3718068
1920,3718066
1921,3718067
1922,3718065
1923,3718064
1924,3718062
1925,3718061
1926,3718060
1927,3718059
1928,3718058
1929,3718057
1930,3718056
1931,3718055
1932,3718054
1933,3718053
1934,3718052
1935,3718051
1936,3718050
1937,3718049
1938,3718048
1939,3717935
1940,3718047
1941,3718046
1942,3718045
1943,3718044
1944,3718043
1945,3718042
1946,3718041
1947,3718040
1948,3717409
1949,3718039
1950,3718037
1951,3718036
1952,3718034
1953,1029844677
1954,3718033
1955,3718032
1956,3717472
1957,3718031
1958,3718030
1959,3718027
1960,1029844666
1961,3718026
1962,3718025
1963,3718024
1964,3718023
1965,3718022
1966,3718021
1967,3718020
1968,3718018
1969,3718017
1970,3716531
1971,3718015
1972,3718014
1973,3718013
1974,3718012
1975,3718011
1976,3718010
1977,3718009
1978,3718008
1979,3718007
1980,3718006
1981,3718005
1982,3718004
1983,3718003
1984,3718002
1985,3718001
1986,3718000
1987,3717998
1988,3717997
1989,3717999
1990,3717996
1991,3717995
1992,3717994
1993,3717993
1994,3717992
1995,3717991
1996,3717990
1997,3717989
1998,3717988
1999,3717987
2000,3717986
2001,3717985
2002,3717984
2003,3717983
2004,3717982
2005,3717981
2006,3717980
2007,3717978
2008,3717977
2009,3717976
2010,3717975
2011,3717974
2012,3717972
2013,3717971
2014,3717970
2015,3717969
2016,3717968
2017,3717967
2018,3717966
2019,3717965
2020,3717964
2021,3717963
2022,3717962
2023,3717961
2024,3717960
2025,3717958
2026,3717957
2027,3717956
2028,3717955
2029,3717954
2030,3717953
2031,3717952
2032,3717951
2033,3717950
2034,3717949
2035,3717948
2036,3717947
2037,3717946
2038,3717945
2039,3717944
2040,3717943
2041,3717942
2042,3717941
2043,3717940
2044,3717939
2045,3717938
2046,3717937
2047,3717936
2048,3717934
2049,3717933
2050,3717932
2051,3717931
2052,3717930
2053,3717929
